X,Obs_Name,Selection,View,Channel,Begin.Time..s.,End.Time..s.,High.Freq..Hz.,Low.Freq..Hz.,Center.Freq..Hz.,Avg.Entropy..bits.,Peak.Freq.Contour..Hz.,PFC.Max.Freq..Hz.,PFC.Min.Freq..Hz.,Freq.5...Hz.,Freq.95...Hz.,BW.90...Hz.,Peak.Freq..Hz.,Syllable,No_of_Notes,Song_Type,Obs_Code,Note_Code,Complete_Incomplete,Song_Quality,Masking,Time,Date,Site_Type,Site_Name,Site_Code,Year,Season,Site_Group,Treatment,Time_15,Time_30,Time_5
3633,MH_SD47_20200126_072500-2,36,Spectrogram 1,1,212.5942904,213.0354262,2619.154,1603.563,2062.5,2.849,1875.000;1781.250;2156.250;2156.250;1968.750;1687.500;2531.250;2062.500;2531.250;2250.000;2156.250;2250.000;2343.750;1687.500;1781.250;1687.500;1875.000;1968.750;2062.500;1875.000;2062.500;1968.750;2437.500;1781.250;1968.750;1875.000;2062.500;1875.000;1968.750;1875.000;2437.500;2250.000;2062.500;2437.500;2156.250;1968.750;2156.250;2250.000;1968.750;1781.250;1687.500;2437.500;2250.000;1968.750;2156.250;1687.500;1968.750;2531.250;2250.000;2437.500;2343.750;2437.500;1968.750;1687.500;2437.500;1875.000;1781.250;1968.750;1968.750;2062.500;2343.750;2250.000;2437.500;2062.500;1875.000;1968.750;2250.000;1781.250;2156.250;2250.000;2156.250;1875.000;2156.250;2156.250;1687.500;2156.250;1875.000;2062.500;2343.750;1781.250;1781.250;2250.000,2531.25,1687.5,1687.5,2531.25,843.75,1687.5,2,2,Song,2,NA,C,G,FALSE,72500,20200126,Restored,Mohgaon,MH_3,2021,Winter_2021,Restored,Restored,07:15,07:00,725
3634,MH_SD47_20200126_072500-2,36,Spectrogram 1,1,212.5942904,213.0354262,2619.154,1603.563,2062.5,2.849,1875.000;1781.250;2156.250;2156.250;1968.750;1687.500;2531.250;2062.500;2531.250;2250.000;2156.250;2250.000;2343.750;1687.500;1781.250;1687.500;1875.000;1968.750;2062.500;1875.000;2062.500;1968.750;2437.500;1781.250;1968.750;1875.000;2062.500;1875.000;1968.750;1875.000;2437.500;2250.000;2062.500;2437.500;2156.250;1968.750;2156.250;2250.000;1968.750;1781.250;1687.500;2437.500;2250.000;1968.750;2156.250;1687.500;1968.750;2531.250;2250.000;2437.500;2343.750;2437.500;1968.750;1687.500;2437.500;1875.000;1781.250;1968.750;1968.750;2062.500;2343.750;2250.000;2437.500;2062.500;1875.000;1968.750;2250.000;1781.250;2156.250;2250.000;2156.250;1875.000;2156.250;2156.250;1687.500;2156.250;1875.000;2062.500;2343.750;1781.250;1781.250;2250.000,2531.25,1687.5,1687.5,2531.25,843.75,1687.5,2,2,Song,2,NA,C,G,FALSE,72500,20200126,Restored,Mohgaon,MH_3,2020,Winter_2020,Restored,Restored,07:15,07:00,725
3645,MH_SD47_20200126_072500-2,39,Spectrogram 1,1,216.2551604,216.926524,2939.866,1282.851,1968.75,3.625,2906.250;1500.000;1500.000;1500.000;1593.750;2906.250;1406.250;1593.750;1500.000;1312.500;1312.500;2156.250;2812.500;1781.250;1312.500;1593.750;2062.500;1500.000;1312.500;2531.250;1312.500;1406.250;2625.000;2625.000;1406.250;1968.750;1312.500;1312.500;2531.250;1406.250;1687.500;2812.500;1500.000;1406.250;1968.750;1968.750;1406.250;1312.500;1687.500;1500.000;2625.000;1312.500;2250.000;2437.500;1312.500;2437.500;1406.250;1687.500;1406.250;1406.250;1406.250;1687.500;1687.500;2718.750;2062.500;1781.250;2531.250;1312.500;1312.500;1593.750;1312.500;1781.250;2531.250;1687.500;2062.500;1781.250;2906.250;1875.000;2156.250;2062.500;1968.750;1687.500;1593.750;2437.500;1406.250;1687.500;1312.500;1968.750;2250.000;1312.500;1687.500;2625.000;2718.750;1687.500;1875.000;2250.000;1406.250;1312.500;1968.750;1312.500;2531.250;1781.250;1593.750;2250.000;1406.250;1406.250;1500.000;2531.250;2437.500;1312.500;1312.500;2437.500;2343.750;2156.250;1500.000;2906.250;2343.750;2250.000;1312.500;1312.500;1406.250;2250.000;2906.250;2343.750;1500.000;2156.250;2156.250;1312.500;2437.500;1687.500;1406.250;2625.000;1406.250;1500.000;1406.250,2906.25,1312.5,1312.5,2812.5,1500,1312.5,2,4,Song,3,NA,C,G,FALSE,72500,20200126,Restored,Mohgaon,MH_3,2021,Winter_2021,Restored,Restored,07:15,07:00,725
3646,MH_SD47_20200126_072500-2,39,Spectrogram 1,1,216.2551604,216.926524,2939.866,1282.851,1968.75,3.625,2906.250;1500.000;1500.000;1500.000;1593.750;2906.250;1406.250;1593.750;1500.000;1312.500;1312.500;2156.250;2812.500;1781.250;1312.500;1593.750;2062.500;1500.000;1312.500;2531.250;1312.500;1406.250;2625.000;2625.000;1406.250;1968.750;1312.500;1312.500;2531.250;1406.250;1687.500;2812.500;1500.000;1406.250;1968.750;1968.750;1406.250;1312.500;1687.500;1500.000;2625.000;1312.500;2250.000;2437.500;1312.500;2437.500;1406.250;1687.500;1406.250;1406.250;1406.250;1687.500;1687.500;2718.750;2062.500;1781.250;2531.250;1312.500;1312.500;1593.750;1312.500;1781.250;2531.250;1687.500;2062.500;1781.250;2906.250;1875.000;2156.250;2062.500;1968.750;1687.500;1593.750;2437.500;1406.250;1687.500;1312.500;1968.750;2250.000;1312.500;1687.500;2625.000;2718.750;1687.500;1875.000;2250.000;1406.250;1312.500;1968.750;1312.500;2531.250;1781.250;1593.750;2250.000;1406.250;1406.250;1500.000;2531.250;2437.500;1312.500;1312.500;2437.500;2343.750;2156.250;1500.000;2906.250;2343.750;2250.000;1312.500;1312.500;1406.250;2250.000;2906.250;2343.750;1500.000;2156.250;2156.250;1312.500;2437.500;1687.500;1406.250;2625.000;1406.250;1500.000;1406.250,2906.25,1312.5,1312.5,2812.5,1500,1312.5,2,4,Song,3,NA,C,G,FALSE,72500,20200126,Restored,Mohgaon,MH_3,2020,Winter_2020,Restored,Restored,07:15,07:00,725
3647,MH_SD47_20200126_072500-2,44,Spectrogram 1,1,217.2819939,217.7054199,2779.51,1710.468,2156.25,2.957,2625.000;2625.000;1781.250;2531.250;1781.250;1781.250;1875.000;2718.750;1968.750;1875.000;1875.000;2625.000;2625.000;2531.250;2343.750;1875.000;2250.000;1781.250;1968.750;2718.750;2062.500;2156.250;2437.500;1781.250;2531.250;2062.500;2437.500;2156.250;1875.000;1781.250;1875.000;1968.750;2625.000;2343.750;2156.250;1875.000;2437.500;2531.250;1875.000;2156.250;2250.000;1875.000;1875.000;1781.250;2156.250;2718.750;1781.250;2156.250;2343.750;2531.250;1968.750;1781.250;1781.250;2437.500;2156.250;2437.500;1781.250;1781.250;2156.250;2250.000;1781.250;2625.000;1781.250;2156.250;2062.500;2437.500;2156.250;1875.000;1875.000;2718.750;2062.500;1781.250;2250.000;2718.750;2531.250;2250.000;1875.000;1968.750,2718.75,1781.25,1781.25,2718.75,937.5,2250,2,2,Song,4,NA,C,G,FALSE,72500,20200126,Restored,Mohgaon,MH_3,2021,Winter_2021,Restored,Restored,07:15,07:00,725
3648,MH_SD47_20200126_072500-2,44,Spectrogram 1,1,217.2819939,217.7054199,2779.51,1710.468,2156.25,2.957,2625.000;2625.000;1781.250;2531.250;1781.250;1781.250;1875.000;2718.750;1968.750;1875.000;1875.000;2625.000;2625.000;2531.250;2343.750;1875.000;2250.000;1781.250;1968.750;2718.750;2062.500;2156.250;2437.500;1781.250;2531.250;2062.500;2437.500;2156.250;1875.000;1781.250;1875.000;1968.750;2625.000;2343.750;2156.250;1875.000;2437.500;2531.250;1875.000;2156.250;2250.000;1875.000;1875.000;1781.250;2156.250;2718.750;1781.250;2156.250;2343.750;2531.250;1968.750;1781.250;1781.250;2437.500;2156.250;2437.500;1781.250;1781.250;2156.250;2250.000;1781.250;2625.000;1781.250;2156.250;2062.500;2437.500;2156.250;1875.000;1875.000;2718.750;2062.500;1781.250;2250.000;2718.750;2531.250;2250.000;1875.000;1968.750,2718.75,1781.25,1781.25,2718.75,937.5,2250,2,2,Song,4,NA,C,G,FALSE,72500,20200126,Restored,Mohgaon,MH_3,2020,Winter_2020,Restored,Restored,07:15,07:00,725
3659,MH_SD47_20200126_072500-4,50,Spectrogram 1,1,228.3248297,228.8883244,2726.058,1603.563,2062.5,3.059,2343.750;2343.750;1968.750;2062.500;2437.500;2625.000;1968.750;2062.500;1968.750;1968.750;2718.750;1968.750;1781.250;2437.500;1968.750;2156.250;1687.500;2156.250;1875.000;1781.250;1875.000;1968.750;1968.750;2062.500;1968.750;2437.500;2062.500;1781.250;2062.500;1875.000;1875.000;2718.750;2531.250;2156.250;2250.000;2156.250;2062.500;1875.000;2062.500;2062.500;2062.500;1968.750;1968.750;2531.250;2625.000;2250.000;2437.500;2343.750;2062.500;1875.000;2437.500;1687.500;2156.250;2250.000;1687.500;1687.500;2718.750;2437.500;2343.750;2531.250;2531.250;1687.500;1968.750;2062.500;2062.500;1781.250;1687.500;2156.250;2531.250;1687.500;1875.000;2156.250;1875.000;1687.500;1687.500;1875.000;2531.250;2062.500;2062.500;2156.250;2718.750;2437.500;2062.500;2718.750;2156.250;2625.000;1968.750;2062.500;1968.750;2250.000;2625.000;1968.750;1968.750;1781.250;2062.500;2625.000;1687.500;1875.000;1687.500;2062.500;2062.500;1781.250;2250.000;1875.000;1968.750,2718.75,1687.5,1687.5,2718.75,1031.25,1968.75,2,2,Song,2,NA,C,G,FALSE,72500,20200126,Restored,Mohgaon,MH_3,2020,Winter_2020,Restored,Restored,07:15,07:00,725
3660,MH_SD47_20200126_072500-4,50,Spectrogram 1,1,228.3248297,228.8883244,2726.058,1603.563,2062.5,3.059,2343.750;2343.750;1968.750;2062.500;2437.500;2625.000;1968.750;2062.500;1968.750;1968.750;2718.750;1968.750;1781.250;2437.500;1968.750;2156.250;1687.500;2156.250;1875.000;1781.250;1875.000;1968.750;1968.750;2062.500;1968.750;2437.500;2062.500;1781.250;2062.500;1875.000;1875.000;2718.750;2531.250;2156.250;2250.000;2156.250;2062.500;1875.000;2062.500;2062.500;2062.500;1968.750;1968.750;2531.250;2625.000;2250.000;2437.500;2343.750;2062.500;1875.000;2437.500;1687.500;2156.250;2250.000;1687.500;1687.500;2718.750;2437.500;2343.750;2531.250;2531.250;1687.500;1968.750;2062.500;2062.500;1781.250;1687.500;2156.250;2531.250;1687.500;1875.000;2156.250;1875.000;1687.500;1687.500;1875.000;2531.250;2062.500;2062.500;2156.250;2718.750;2437.500;2062.500;2718.750;2156.250;2625.000;1968.750;2062.500;1968.750;2250.000;2625.000;1968.750;1968.750;1781.250;2062.500;2625.000;1687.500;1875.000;1687.500;2062.500;2062.500;1781.250;2250.000;1875.000;1968.750,2718.75,1687.5,1687.5,2718.75,1031.25,1968.75,2,2,Song,2,NA,C,G,FALSE,72500,20200126,Restored,Mohgaon,MH_3,2021,Winter_2021,Restored,Restored,07:15,07:00,725
3665,MH_SD47_20200126_072500-4,47,Spectrogram 1,1,224.0075254,224.471201,2619.154,1657.016,2062.5,2.832,2156.250;2156.250;1781.250;2531.250;2062.500;2250.000;1781.250;1781.250;2156.250;1781.250;2156.250;2437.500;1687.500;1781.250;2250.000;1687.500;2062.500;1875.000;1687.500;1968.750;2531.250;2437.500;2250.000;1687.500;1687.500;2062.500;2062.500;1687.500;1875.000;2531.250;1875.000;1687.500;1781.250;1875.000;2250.000;2531.250;2156.250;1968.750;2437.500;2343.750;1781.250;1875.000;1687.500;1781.250;1781.250;1687.500;1687.500;1687.500;1687.500;1968.750;1781.250;2062.500;2156.250;1781.250;1781.250;2343.750;2250.000;1875.000;2062.500;1875.000;2343.750;2062.500;2343.750;1687.500;1687.500;2437.500;1875.000;2250.000;2156.250;1687.500;2343.750;1875.000;1781.250;1875.000;2156.250;1781.250;1968.750;2343.750;1687.500;2250.000;2062.500;2437.500;2062.500;2531.250;2250.000;2156.250,2531.25,1687.5,1687.5,2531.25,843.75,1687.5,2,2,Song,1,NA,C,G,FALSE,72500,20200126,Restored,Mohgaon,MH_3,2020,Winter_2020,Restored,Restored,07:15,07:00,725
3666,MH_SD47_20200126_072500-4,47,Spectrogram 1,1,224.0075254,224.471201,2619.154,1657.016,2062.5,2.832,2156.250;2156.250;1781.250;2531.250;2062.500;2250.000;1781.250;1781.250;2156.250;1781.250;2156.250;2437.500;1687.500;1781.250;2250.000;1687.500;2062.500;1875.000;1687.500;1968.750;2531.250;2437.500;2250.000;1687.500;1687.500;2062.500;2062.500;1687.500;1875.000;2531.250;1875.000;1687.500;1781.250;1875.000;2250.000;2531.250;2156.250;1968.750;2437.500;2343.750;1781.250;1875.000;1687.500;1781.250;1781.250;1687.500;1687.500;1687.500;1687.500;1968.750;1781.250;2062.500;2156.250;1781.250;1781.250;2343.750;2250.000;1875.000;2062.500;1875.000;2343.750;2062.500;2343.750;1687.500;1687.500;2437.500;1875.000;2250.000;2156.250;1687.500;2343.750;1875.000;1781.250;1875.000;2156.250;1781.250;1968.750;2343.750;1687.500;2250.000;2062.500;2437.500;2062.500;2531.250;2250.000;2156.250,2531.25,1687.5,1687.5,2531.25,843.75,1687.5,2,2,Song,1,NA,C,G,FALSE,72500,20200126,Restored,Mohgaon,MH_3,2021,Winter_2021,Restored,Restored,07:15,07:00,725
3667,MH_SD47_20200126_072500-6,53,Spectrogram 1,1,230.2286178,230.743813,2779.51,1657.016,2062.5,3.015,1875.000;1875.000;2250.000;2343.750;2343.750;1875.000;1875.000;1875.000;1968.750;1781.250;2156.250;1875.000;2718.750;1687.500;1687.500;1687.500;2718.750;2156.250;1875.000;1875.000;2343.750;2343.750;1875.000;2343.750;1781.250;1687.500;1687.500;1687.500;1781.250;1781.250;2625.000;1968.750;2156.250;2250.000;1687.500;2343.750;2250.000;1687.500;1968.750;1687.500;1781.250;1687.500;2156.250;2437.500;1687.500;2062.500;2531.250;2062.500;2531.250;1687.500;1687.500;1687.500;1875.000;1687.500;1781.250;1781.250;1875.000;1687.500;2437.500;1781.250;1875.000;2156.250;2250.000;2718.750;2062.500;1687.500;2343.750;1781.250;1687.500;1687.500;1687.500;2156.250;1687.500;2250.000;2343.750;1875.000;2531.250;2625.000;2343.750;1875.000;1781.250;1781.250;2531.250;2156.250;2625.000;2625.000;1875.000;1781.250;2437.500;2250.000;1781.250;1781.250;1875.000;2531.250;1687.500;2156.250,2718.75,1687.5,1687.5,2718.75,1031.25,1875,2,2,Song,1,NA,C,G,FALSE,72500,20200126,Restored,Mohgaon,MH_3,2020,Winter_2020,Restored,Restored,07:15,07:00,725
3668,MH_SD47_20200126_072500-6,53,Spectrogram 1,1,230.2286178,230.743813,2779.51,1657.016,2062.5,3.015,1875.000;1875.000;2250.000;2343.750;2343.750;1875.000;1875.000;1875.000;1968.750;1781.250;2156.250;1875.000;2718.750;1687.500;1687.500;1687.500;2718.750;2156.250;1875.000;1875.000;2343.750;2343.750;1875.000;2343.750;1781.250;1687.500;1687.500;1687.500;1781.250;1781.250;2625.000;1968.750;2156.250;2250.000;1687.500;2343.750;2250.000;1687.500;1968.750;1687.500;1781.250;1687.500;2156.250;2437.500;1687.500;2062.500;2531.250;2062.500;2531.250;1687.500;1687.500;1687.500;1875.000;1687.500;1781.250;1781.250;1875.000;1687.500;2437.500;1781.250;1875.000;2156.250;2250.000;2718.750;2062.500;1687.500;2343.750;1781.250;1687.500;1687.500;1687.500;2156.250;1687.500;2250.000;2343.750;1875.000;2531.250;2625.000;2343.750;1875.000;1781.250;1781.250;2531.250;2156.250;2625.000;2625.000;1875.000;1781.250;2437.500;2250.000;1781.250;1781.250;1875.000;2531.250;1687.500;2156.250,2718.75,1687.5,1687.5,2718.75,1031.25,1875,2,2,Song,1,NA,C,G,FALSE,72500,20200126,Restored,Mohgaon,MH_3,2021,Winter_2021,Restored,Restored,07:15,07:00,725
3677,MH_SD47_20200126_072500-6,56,Spectrogram 1,1,234.7698147,235.2914497,2672.606,1603.563,2156.25,2.965,1968.750;2156.250;1875.000;2062.500;2531.250;2156.250;1968.750;1687.500;2156.250;2250.000;1781.250;2625.000;1968.750;1875.000;1875.000;2156.250;2156.250;2531.250;2250.000;2531.250;2062.500;1687.500;1687.500;1968.750;1687.500;2625.000;2156.250;1687.500;2625.000;2531.250;2343.750;2250.000;2156.250;2250.000;2156.250;2250.000;1968.750;2250.000;2156.250;2250.000;2625.000;2625.000;2062.500;2062.500;1875.000;2437.500;2250.000;1875.000;2156.250;1781.250;1875.000;2250.000;2156.250;1875.000;2343.750;1687.500;2437.500;2437.500;2156.250;1687.500;1781.250;2250.000;1687.500;2250.000;2062.500;2343.750;1968.750;1687.500;1781.250;1687.500;1687.500;2437.500;1687.500;2625.000;2062.500;2343.750;1687.500;2531.250;2156.250;2625.000;2062.500;2437.500;2625.000;2625.000;2343.750;2625.000;2343.750;2250.000;1687.500;2625.000;2156.250;2062.500;1875.000;2437.500;1968.750;2250.000;2531.250,2625,1687.5,1687.5,2625,937.5,2250,2,2,Song,2,NA,C,G,FALSE,72500,20200126,Restored,Mohgaon,MH_3,2020,Winter_2020,Restored,Restored,07:15,07:00,725
3678,MH_SD47_20200126_072500-6,56,Spectrogram 1,1,234.7698147,235.2914497,2672.606,1603.563,2156.25,2.965,1968.750;2156.250;1875.000;2062.500;2531.250;2156.250;1968.750;1687.500;2156.250;2250.000;1781.250;2625.000;1968.750;1875.000;1875.000;2156.250;2156.250;2531.250;2250.000;2531.250;2062.500;1687.500;1687.500;1968.750;1687.500;2625.000;2156.250;1687.500;2625.000;2531.250;2343.750;2250.000;2156.250;2250.000;2156.250;2250.000;1968.750;2250.000;2156.250;2250.000;2625.000;2625.000;2062.500;2062.500;1875.000;2437.500;2250.000;1875.000;2156.250;1781.250;1875.000;2250.000;2156.250;1875.000;2343.750;1687.500;2437.500;2437.500;2156.250;1687.500;1781.250;2250.000;1687.500;2250.000;2062.500;2343.750;1968.750;1687.500;1781.250;1687.500;1687.500;2437.500;1687.500;2625.000;2062.500;2343.750;1687.500;2531.250;2156.250;2625.000;2062.500;2437.500;2625.000;2625.000;2343.750;2625.000;2343.750;2250.000;1687.500;2625.000;2156.250;2062.500;1875.000;2437.500;1968.750;2250.000;2531.250,2625,1687.5,1687.5,2625,937.5,2250,2,2,Song,2,NA,C,G,FALSE,72500,20200126,Restored,Mohgaon,MH_3,2021,Winter_2021,Restored,Restored,07:15,07:00,725
3682,MH_SD47_20200126_074000-2,74,Spectrogram 1,1,126.5040135,127.1705472,2565.702,1336.303,2156.25,2.654,2531.250;2437.500;2343.750;2343.750;2343.750;2250.000;2343.750;2343.750;2250.000;2062.500;2343.750;2062.500;2343.750;2156.250;2156.250;2250.000;2343.750;2343.750;2250.000;2343.750;2250.000;2343.750;2531.250;2343.750;2156.250;2250.000;2343.750;2250.000;2250.000;2343.750;2156.250;2156.250;2343.750;2343.750;2437.500;2343.750;2156.250;2156.250;1968.750;2531.250;2250.000;2250.000;2156.250;2250.000;2156.250;2062.500;2062.500;2062.500;2062.500;2062.500;2062.500;1968.750;2062.500;1968.750;2531.250;2531.250;2343.750;1968.750;2250.000;2062.500;2062.500;2062.500;1875.000;1968.750;2062.500;2437.500;2437.500;2062.500;2437.500;2250.000;2062.500;2250.000;2343.750;2062.500;2156.250;2250.000;2156.250;1593.750;1593.750;1593.750;1593.750;1593.750;2437.500;1500.000;1875.000;1781.250;1593.750;1781.250;1781.250;1875.000;2437.500;2250.000;2437.500;1781.250;2437.500;1875.000;1875.000;1875.000;1968.750;1781.250;1968.750;1875.000;1875.000;1968.750;1968.750;1968.750;1875.000;1968.750;2062.500;1968.750;1968.750;1968.750;1968.750;1875.000;1968.750;1875.000;1968.750;1875.000;1968.750;1875.000;1875.000;2062.500;1968.750;1968.750,2531.25,1500,1687.5,2437.5,750,2062.5,2,3,Song,1,NA,C,G,TRUE,74000,20200126,Restored,Mohgaon,MH_3,2020,Winter_2020,Restored,Restored,07:30,07:30,740
3684,MH_SD47_20200126_074000-3,78,Spectrogram 1,1,137.2222072,137.9781255,2565.702,1336.303,2250,2.547,2343.750;2531.250;2531.250;2531.250;2437.500;2437.500;2343.750;2343.750;2343.750;2343.750;2343.750;2437.500;2343.750;2437.500;2343.750;2343.750;2343.750;2437.500;2437.500;2437.500;2343.750;2343.750;2343.750;2343.750;2250.000;2437.500;2343.750;2531.250;2437.500;2437.500;2343.750;2343.750;2437.500;2250.000;2437.500;2437.500;2437.500;2437.500;2437.500;2437.500;2343.750;2250.000;2343.750;2531.250;2437.500;2437.500;2437.500;2437.500;2250.000;2156.250;2156.250;2156.250;2437.500;2156.250;2156.250;2156.250;2156.250;2156.250;2343.750;1875.000;1968.750;2156.250;2156.250;2531.250;2343.750;2343.750;2156.250;2156.250;2250.000;2343.750;1875.000;2250.000;1968.750;2156.250;2156.250;2062.500;2156.250;2156.250;2062.500;2250.000;2156.250;2250.000;1593.750;1875.000;1593.750;1875.000;1968.750;1593.750;1593.750;1500.000;1593.750;2156.250;2437.500;1500.000;2437.500;2531.250;1593.750;1593.750;1593.750;1781.250;1968.750;2250.000;1875.000;1875.000;1875.000;1875.000;1875.000;1875.000;1781.250;1875.000;1875.000;1875.000;1875.000;1875.000;1968.750;1875.000;1968.750;1968.750;1968.750;1875.000;1968.750;1968.750;1968.750;1875.000;1875.000;1875.000;1781.250;1875.000;1968.750;1968.750;1968.750;1968.750;1968.750;1875.000;1875.000;1781.250;1968.750;1968.750;1875.000;1875.000,2531.25,1500,1593.75,2531.25,937.5,2343.75,2,3,Song,1,NA,C,G,TRUE,74000,20200126,Restored,Mohgaon,MH_3,2020,Winter_2020,Restored,Restored,07:30,07:30,740
3687,MH_SD47_20200126_074000-6,59,Spectrogram 1,1,243.0704276,243.6510275,2779.51,1122.494,1781.25,3.567,1125.000;2062.500;1781.250;1687.500;2250.000;2343.750;2718.750;1312.500;1312.500;1406.250;1593.750;2062.500;1218.750;1875.000;1968.750;1125.000;1125.000;2156.250;2343.750;1687.500;1312.500;1312.500;1125.000;2062.500;1406.250;1406.250;1687.500;1875.000;1125.000;1218.750;1218.750;1125.000;1125.000;1125.000;2437.500;1687.500;1687.500;1781.250;1781.250;1593.750;1500.000;1312.500;1312.500;2718.750;2625.000;1781.250;1218.750;1312.500;1593.750;1593.750;1125.000;1593.750;1593.750;1218.750;1218.750;1218.750;1125.000;1312.500;1312.500;2062.500;1875.000;1406.250;1125.000;1218.750;1781.250;2250.000;1500.000;1312.500;1312.500;1968.750;2062.500;2343.750;2062.500;1125.000;1125.000;1781.250;1125.000;1125.000;1125.000;1687.500;2062.500;2718.750;1406.250;2718.750;1875.000;1593.750;1968.750;1312.500;2718.750;2343.750;2718.750;2156.250;2437.500;1781.250;1875.000;1125.000;1312.500;1687.500;1125.000;1125.000;1218.750;1406.250;2718.750;1781.250;2718.750;1312.500;1500.000;1218.750,2718.75,1125,1125,2718.75,1593.75,1125,2,2,Song,1,NA,C,G,FALSE,74000,20200126,Restored,Mohgaon,MH_3,2020,Winter_2020,Restored,Restored,07:30,07:30,740
3690,MH_SD47_20200126_074000-6,63,Spectrogram 1,1,249.097172,249.6155871,2939.866,1389.755,2437.5,3.509,2812.500;2718.750;2531.250;2437.500;1406.250;2718.750;2437.500;2437.500;2062.500;2531.250;2250.000;2812.500;2437.500;2531.250;2718.750;2062.500;2718.750;2156.250;2718.750;2718.750;1781.250;1687.500;1968.750;1875.000;2531.250;2343.750;2906.250;2718.750;2437.500;2718.750;1687.500;2156.250;1593.750;1781.250;2062.500;2156.250;2250.000;1406.250;2437.500;2718.750;2437.500;2531.250;1781.250;1875.000;1406.250;2343.750;1593.750;2531.250;1968.750;1968.750;1781.250;1968.750;1968.750;2531.250;2625.000;1406.250;1593.750;1687.500;2718.750;1687.500;1875.000;1406.250;2812.500;2718.750;1406.250;2156.250;1781.250;2062.500;2531.250;2250.000;1593.750;1781.250;1875.000;1687.500;1781.250;1781.250;1875.000;2906.250;1875.000;2250.000;2906.250;1406.250;2531.250;1406.250;1406.250;2250.000;2156.250;1406.250;2156.250;1406.250;2343.750;1593.750;2625.000;2718.750;2156.250;1500.000,2906.25,1406.25,1500,2906.25,1406.25,2718.75,2,2,Song,2,NA,C,G,FALSE,74000,20200126,Restored,Mohgaon,MH_3,2020,Winter_2020,Restored,Restored,07:30,07:30,740
3696,MH_SD47_20200126_080000-2,83,Spectrogram 1,1,141.3706711,141.835151,3260.579,1817.372,2812.5,2.91,3093.750;3093.750;3093.750;3093.750;3093.750;3093.750;3093.750;3093.750;3093.750;3093.750;3093.750;3093.750;2718.750;3093.750;3093.750;3000.000;3093.750;2906.250;3093.750;3000.000;3000.000;2906.250;3093.750;3093.750;3093.750;2812.500;2718.750;3000.000;3093.750;3093.750;3000.000;3093.750;3093.750;3000.000;3093.750;2718.750;1875.000;2812.500;2343.750;2062.500;2812.500;3000.000;2250.000;2062.500;2062.500;2062.500;2156.250;2250.000;2062.500;2062.500;2250.000;2062.500;2343.750;2625.000;2625.000;2625.000;2625.000;2062.500;2531.250;2531.250;2437.500;2250.000;2250.000;2906.250;2906.250;2906.250;2906.250;2906.250;2906.250;3093.750;2062.500;2906.250;2906.250;2906.250;2812.500;2812.500;2062.500;2062.500;1968.750;2062.500;2062.500;2062.500;2062.500;2062.500;2062.500;2062.500,3093.75,1875,1968.75,3093.75,1125,3093.75,2,3,Song,1,NA,C,G,TRUE,80000,20200126,Restored,Mohgaon,MH_3,2020,Winter_2020,Restored,Restored,08:00,08:00,800
