X,Obs_Name,Selection,View,Channel,Begin.Time..s.,End.Time..s.,High.Freq..Hz.,Low.Freq..Hz.,Center.Freq..Hz.,Avg.Entropy..bits.,Peak.Freq.Contour..Hz.,PFC.Max.Freq..Hz.,PFC.Min.Freq..Hz.,Freq.5...Hz.,Freq.95...Hz.,BW.90...Hz.,Peak.Freq..Hz.,Syllable,No_of_Notes,Song_Type,Obs_Code,Note_Code,Complete_Incomplete,Song_Quality,Masking,Time,Date,Site_Type,Site_Name,Site_Code,Year,Season,Site_Group,Treatment,Time_15,Time_30,Time_5
1989,CH1_SD37_20210302_054500-4,96,Spectrogram 1,1,107.6308184,108.0126005,3013.575,1466.063,2437.5,2.887,2250.000;2625.000;2718.750;2812.500;2437.500;2531.250;2906.250;2718.750;2437.500;2437.500;2531.250;2531.250;2437.500;2437.500;2718.750;2531.250;2437.500;2718.750;2531.250;2531.250;2437.500;2437.500;2437.500;2437.500;2437.500;1968.750;2906.250;2437.500;2625.000;2531.250;1781.250;2437.500;2437.500;1968.750;2531.250;1968.750;2250.000;2250.000;2250.000;2343.750;2250.000;2812.500;2062.500;3000.000;3000.000;3000.000;2156.250;2062.500;1593.750;2062.500;1968.750;1968.750;2062.500;2156.250;1968.750;1875.000;1875.000;1781.250;1875.000;1968.750;1875.000;1781.250;1875.000;1781.250;2062.500;1781.250;1687.500;1500.000;1593.750;1875.000;1875.000,3000,1500,1781.25,2812.5,1031.25,2531.25,2,3,Song,2,NA,C,G,FALSE,54500,20210302,Restored,Chhichari,CH_1,2021,Winter_2021,Restored,Restored,05:45,05:30,545
1993,CH1_SD37_20210302_055500-4,25,Spectrogram 1,1,20.52801882,21.18995986,2923.5,1354.793,2062.5,2.733,2437.500;2437.500;2531.250;2437.500;2531.250;2437.500;2437.500;2437.500;2437.500;2718.750;2718.750;2718.750;2718.750;2718.750;2625.000;2718.750;2718.750;2718.750;2718.750;2718.750;2718.750;2718.750;2718.750;2718.750;2437.500;2625.000;2437.500;2718.750;2718.750;1968.750;2062.500;1968.750;1875.000;2250.000;2625.000;2531.250;2437.500;1875.000;2062.500;2156.250;2343.750;1968.750;2156.250;2250.000;2718.750;1968.750;1968.750;2062.500;1968.750;2437.500;1968.750;1593.750;1968.750;1593.750;2062.500;2437.500;2343.750;2718.750;2531.250;2437.500;2437.500;2437.500;2343.750;2062.500;1968.750;1968.750;1968.750;1968.750;1968.750;1968.750;1875.000;1968.750;1968.750;1968.750;1875.000;1875.000;1875.000;1875.000;2062.500;1875.000;1875.000;2062.500;2062.500;2062.500;1968.750;1968.750;1968.750;2062.500;1968.750;2343.750;2343.750;2062.500;1781.250;2250.000;2062.500;2062.500;1875.000;2062.500;2062.500;2062.500;1875.000;1968.750;2062.500;2062.500;1968.750;1968.750;1968.750;1968.750;1875.000;1875.000;1968.750;1781.250;1781.250;1687.500;1687.500;1687.500;1593.750;1593.750;1593.750;1593.750;1593.750;2437.500;1500.000;1968.750,2718.75,1500,1781.25,2718.75,937.5,2437.5,2,3,Song,1,NA,C,G,FALSE,55500,20210302,Restored,Chhichari,CH_1,2021,Winter_2021,Restored,Restored,05:45,05:30,555
1996,CH1_SD37_20210302_055500-4,29,Spectrogram 1,1,24.06540342,24.33750992,2602.628,1568.707,2156.25,2.439,1687.500;1968.750;2062.500;2250.000;2250.000;2250.000;2250.000;2343.750;2250.000;2250.000;2343.750;2343.750;2250.000;2437.500;2437.500;2156.250;2062.500;2156.250;2343.750;2250.000;2531.250;2343.750;2156.250;2531.250;1593.750;2343.750;2531.250;2250.000;2250.000;2250.000;2250.000;2156.250;2250.000;2437.500;2250.000;2062.500;2156.250;2062.500;2062.500;2156.250;2062.500;2156.250;2156.250;2062.500;2156.250;2156.250;2062.500;2062.500;2062.500;1968.750;1593.750,2531.25,1593.75,1968.75,2343.75,375,2062.5,2,2,Contact,2,NA,C,G,FALSE,55500,20210302,Restored,Chhichari,CH_1,2021,Winter_2021,Restored,Restored,05:45,05:30,555
2001,CH1_SD37_20210302_055500-6,33,Spectrogram 1,1,30.00315643,30.58624178,2959.153,1390.445,1968.75,2.772,2718.750;2718.750;2718.750;2625.000;2625.000;2531.250;2625.000;2718.750;2718.750;2718.750;2718.750;2718.750;2718.750;2718.750;2718.750;2718.750;2718.750;2250.000;2531.250;2718.750;2625.000;2531.250;2718.750;2718.750;2718.750;2531.250;2156.250;2250.000;2531.250;2156.250;2718.750;2718.750;2718.750;2906.250;2625.000;2718.750;2437.500;2718.750;2531.250;2812.500;2250.000;2718.750;2343.750;2343.750;2437.500;2062.500;2062.500;1968.750;1968.750;1968.750;1875.000;2156.250;1968.750;1968.750;1875.000;1875.000;1875.000;1875.000;1875.000;1875.000;2062.500;2062.500;1875.000;2062.500;1968.750;1781.250;1875.000;1968.750;1875.000;1968.750;2062.500;1968.750;1968.750;1875.000;1781.250;1875.000;2062.500;1968.750;2250.000;2156.250;2062.500;2062.500;1781.250;2062.500;1500.000;1500.000;1968.750;1968.750;2062.500;2062.500;1968.750;1968.750;1875.000;1875.000;1781.250;1687.500;1687.500;1687.500;1687.500;1687.500;1687.500;1687.500;1687.500;1687.500;1687.500;1593.750;1593.750;1593.750;2062.500,2906.25,1500,1593.75,2718.75,1125,1968.75,2,3,Song,1,NA,C,G,FALSE,55500,20210302,Restored,Chhichari,CH_1,2021,Winter_2021,Restored,Restored,05:45,05:30,555
2004,CH1_SD37_20210302_055500-6,37,Spectrogram 1,1,37.86898922,38.36486453,2886.414,1426.098,2343.75,2.811,2250.000;2250.000;2343.750;2343.750;2343.750;2343.750;2250.000;2250.000;2343.750;2625.000;2718.750;2718.750;2812.500;2718.750;2718.750;2812.500;2718.750;2718.750;2812.500;2812.500;2343.750;2718.750;2250.000;2718.750;2343.750;2812.500;2718.750;2156.250;2718.750;2250.000;2718.750;2718.750;2718.750;2718.750;2718.750;2812.500;2156.250;2718.750;2718.750;2343.750;2343.750;2718.750;2343.750;2812.500;1875.000;1875.000;1875.000;2250.000;2343.750;2718.750;2625.000;2437.500;1968.750;2718.750;2062.500;2531.250;2812.500;1968.750;2625.000;2812.500;2812.500;2812.500;2250.000;2343.750;2531.250;2437.500;2156.250;2250.000;2062.500;2250.000;2250.000;2343.750;2343.750;2343.750;2250.000;2062.500;2343.750;2343.750;2343.750;1875.000;1781.250;1968.750;1781.250;1781.250;1875.000;1875.000;1875.000;1968.750;1968.750;1968.750;1875.000;1968.750;1875.000,2812.5,1781.25,1875,2718.75,843.75,2343.75,2,3,Song,2,NA,C,G,TRUE,55500,20210302,Restored,Chhichari,CH_1,2021,Winter_2021,Restored,Restored,05:45,05:30,555
2009,CH1_SD37_20210302_061000-3,41,Spectrogram 1,1,40.59263418,41.12065036,2923.5,1461.75,2250,2.993,1968.750;2156.250;2156.250;2156.250;2156.250;2156.250;2156.250;2250.000;2531.250;2250.000;2343.750;2062.500;2156.250;2156.250;2156.250;2718.750;2906.250;2437.500;2625.000;2437.500;2156.250;2250.000;2156.250;2156.250;2156.250;2156.250;2250.000;2531.250;2906.250;2812.500;2531.250;2625.000;2812.500;2156.250;2156.250;1593.750;2437.500;2625.000;2531.250;2250.000;2437.500;2062.500;2906.250;2156.250;2531.250;2906.250;2718.750;2531.250;2812.500;2437.500;2625.000;2625.000;2718.750;1968.750;1875.000;1687.500;1875.000;1968.750;1875.000;1968.750;2062.500;1968.750;1781.250;1875.000;2156.250;2250.000;2250.000;2250.000;2156.250;2062.500;2062.500;2156.250;2156.250;2250.000;2156.250;2062.500;1968.750;2062.500;1875.000;1875.000;1875.000;1875.000;1875.000;1781.250;1781.250;1781.250;1968.750;2062.500;1781.250;1781.250;1781.250;1781.250;1781.250;1781.250;1781.250;1687.500;1687.500;2062.500;2062.500,2906.25,1593.75,1781.25,2812.5,1031.25,2156.25,2,2,Song,1,NA,C,B,FALSE,61000,20210302,Restored,Chhichari,CH_1,2021,Winter_2021,Restored,Restored,06:00,06:00,610
2015,CH1_SD37_20210302_061000-3,44,Spectrogram 1,1,45.66223761,46.16109952,2852.195,1390.445,2250,2.914,2250.000;2156.250;2156.250;2250.000;2343.750;2343.750;2343.750;2250.000;2062.500;2156.250;2437.500;2718.750;2437.500;2156.250;2625.000;2625.000;2625.000;2718.750;2343.750;2343.750;2625.000;2625.000;2812.500;2718.750;2718.750;2718.750;2718.750;2437.500;2718.750;2625.000;2343.750;2343.750;2437.500;2250.000;2156.250;2531.250;2156.250;2531.250;2531.250;2531.250;2531.250;2625.000;2718.750;2718.750;2625.000;2531.250;2625.000;2531.250;2812.500;2062.500;2250.000;1687.500;1781.250;2156.250;2156.250;2343.750;1781.250;1687.500;2625.000;2250.000;2062.500;2250.000;1968.750;2250.000;2250.000;2250.000;2250.000;2156.250;2250.000;2156.250;2062.500;2156.250;2250.000;2156.250;2531.250;2156.250;2156.250;1968.750;2156.250;1875.000;1875.000;1875.000;1781.250;1875.000;2250.000;1875.000;1875.000;1968.750;1781.250;2156.250;2156.250;1687.500;2062.500;1687.500,2812.5,1687.5,1781.25,2718.75,937.5,2250,2,3,Song,2,NA,C,B,FALSE,61000,20210302,Restored,Chhichari,CH_1,2021,Winter_2021,Restored,Restored,06:00,06:00,610
2019,CH1_SD37_20210302_061000-3,48,Spectrogram 1,1,47.80993544,48.24401009,2923.5,1533.055,2250,2.706,2343.750;2343.750;2343.750;2250.000;2250.000;2250.000;2250.000;2343.750;2531.250;2531.250;2531.250;2531.250;2531.250;2625.000;2531.250;2531.250;2625.000;2531.250;2531.250;2531.250;2531.250;2625.000;2625.000;2531.250;2625.000;2531.250;2156.250;2625.000;1875.000;2531.250;2531.250;2156.250;2625.000;2625.000;2531.250;2062.500;2625.000;2250.000;2906.250;2531.250;2343.750;2156.250;2437.500;2343.750;2437.500;2062.500;1968.750;1781.250;2062.500;2156.250;2062.500;2062.500;2062.500;2062.500;2062.500;1968.750;2156.250;2343.750;2343.750;2343.750;2343.750;2250.000;2250.000;2156.250;2062.500;2250.000;1968.750;1968.750;2062.500;2062.500;2062.500;1968.750;1968.750;1968.750;2062.500;2062.500;1968.750;1968.750;1875.000;2062.500;2250.000,2906.25,1781.25,1875,2625,750,2250,2,3,Song,3,NA,C,G,TRUE,61000,20210302,Restored,Chhichari,CH_1,2021,Winter_2021,Restored,Restored,06:00,06:00,610
2023,CH1_SD37_20210302_065500-6,99,Spectrogram 1,1,112.9695683,113.3430848,3122.172,1710.407,2718.75,2.728,2718.750;2812.500;2718.750;2812.500;2812.500;2906.250;2906.250;2906.250;2718.750;2812.500;2812.500;2812.500;2812.500;2718.750;2718.750;2906.250;2812.500;2906.250;2250.000;2343.750;2718.750;2250.000;2812.500;2718.750;2812.500;2812.500;2812.500;2812.500;2812.500;2625.000;2625.000;2343.750;2437.500;2437.500;2437.500;2437.500;2531.250;2812.500;2156.250;2062.500;2062.500;2156.250;2437.500;2437.500;2437.500;2437.500;2437.500;2437.500;2531.250;2437.500;2343.750;2625.000;2156.250;2625.000;2625.000;2625.000;2531.250;2156.250;2062.500;2437.500;2062.500;2531.250;2437.500;2437.500;2531.250;2343.750;2437.500;2343.750;2250.000,2906.25,2062.5,2062.5,2906.25,843.75,2812.5,2,3,Song,1,NA,C,G,FALSE,65500,20210302,Restored,Chhichari,CH_1,2021,Winter_2021,Restored,Restored,06:45,06:30,655
2027,CH1_SD37_20210302_065500-6,103,Spectrogram 1,1,115.3790529,116.0124641,2959.276,1601.81,2250,2.738,2625.000;2718.750;2718.750;2718.750;2625.000;2531.250;2531.250;2625.000;2625.000;2343.750;2718.750;2718.750;2718.750;2625.000;2625.000;2531.250;2531.250;2625.000;2531.250;2156.250;2062.500;2062.500;2062.500;2250.000;1687.500;2531.250;2156.250;1687.500;1687.500;1781.250;2906.250;2718.750;1781.250;2062.500;1687.500;2343.750;1875.000;1968.750;1781.250;2062.500;2812.500;1687.500;2062.500;2625.000;1687.500;1781.250;1687.500;2156.250;2156.250;2437.500;2062.500;2343.750;1687.500;2156.250;2156.250;1968.750;2437.500;1968.750;1968.750;2625.000;2625.000;2531.250;2250.000;1968.750;2156.250;1875.000;1875.000;2062.500;2062.500;2062.500;1875.000;1875.000;1875.000;1875.000;1875.000;1968.750;2062.500;2625.000;2531.250;2437.500;2437.500;2437.500;2437.500;1875.000;1968.750;2062.500;1968.750;1968.750;2437.500;1875.000;1781.250;2156.250;2156.250;2156.250;2250.000;2250.000;2250.000;2062.500;2250.000;2250.000;2250.000;2156.250;2343.750;2437.500;2156.250;2343.750;2156.250;2343.750;2343.750;2250.000;2250.000;2156.250;2156.250;2156.250;1968.750;1968.750;1968.750;1968.750,2906.25,1687.5,1875,2718.75,843.75,2531.25,2,3,Song,2,NA,C,G,FALSE,65500,20210302,Restored,Chhichari,CH_1,2021,Winter_2021,Restored,Restored,06:45,06:30,655
2031,CH1_SD37_20210302_065500-6,107,Spectrogram 1,1,118.9232133,119.2286908,3067.873,1656.109,2531.25,2.725,2812.500;2531.250;2812.500;2812.500;2812.500;2718.750;2812.500;2812.500;2531.250;2812.500;2812.500;2812.500;2625.000;2625.000;2812.500;1687.500;1781.250;1875.000;2531.250;1687.500;2718.750;2625.000;1875.000;2812.500;2531.250;1781.250;2812.500;2437.500;2625.000;2718.750;2625.000;2625.000;2531.250;2531.250;2437.500;2437.500;2437.500;2437.500;2437.500;2531.250;2437.500;2437.500;2531.250;2531.250;2437.500;2437.500;2343.750;2625.000;2718.750;2718.750;2531.250;2437.500;2062.500;2250.000;2437.500;2531.250,2812.5,1687.5,1968.75,2812.5,843.75,2812.5,2,3,Song,3,NA,C,G,FALSE,65500,20210302,Restored,Chhichari,CH_1,2021,Winter_2021,Restored,Restored,06:45,06:30,655
2032,CH1_SD37_20210302_081000-3,111,Spectrogram 1,1,123.5902664,124.1022015,3013.575,1520.362,2156.25,2.603,2343.750;2156.250;2531.250;2625.000;2625.000;2718.750;2718.750;2531.250;3000.000;2812.500;2718.750;2718.750;2531.250;2062.500;2718.750;2718.750;3000.000;2812.500;2812.500;2718.750;2625.000;2812.500;3000.000;1687.500;2625.000;2156.250;2625.000;2812.500;2906.250;1593.750;2625.000;2625.000;1875.000;1875.000;1875.000;2062.500;2156.250;2062.500;2156.250;2156.250;2625.000;2437.500;2343.750;1968.750;1875.000;1875.000;1968.750;1968.750;1875.000;2062.500;2062.500;2062.500;2062.500;2062.500;2250.000;2250.000;2062.500;2625.000;2343.750;2437.500;2531.250;2625.000;2531.250;2437.500;1781.250;1875.000;1968.750;1781.250;1781.250;1781.250;1781.250;1875.000;2062.500;1875.000;1968.750;1968.750;1968.750;2156.250;2062.500;2062.500;2062.500;2156.250;2062.500;1968.750;1968.750;2062.500;2062.500;2062.500;2062.500;2062.500;2062.500;2062.500;2062.500;2062.500;2062.500,3000,1593.75,1875,2718.75,843.75,2625,2,4,Song,1,NA,C,G,FALSE,81000,20210302,Restored,Chhichari,CH_1,2021,Winter_2021,Restored,Restored,08:00,08:00,810
2036,CH1_SD37_20210302_081000-3,116,Spectrogram 1,1,128.628637,129.1608181,3176.471,1438.914,2343.75,2.781,2531.250;2437.500;2718.750;2718.750;2718.750;2718.750;2812.500;3000.000;3000.000;3000.000;2906.250;2906.250;2906.250;3000.000;3000.000;3093.750;2625.000;2906.250;3000.000;3000.000;2906.250;3093.750;3093.750;3093.750;2906.250;2718.750;2906.250;2718.750;2718.750;2906.250;2906.250;2906.250;3000.000;2718.750;3000.000;2906.250;2718.750;1500.000;2906.250;1875.000;1875.000;2906.250;1875.000;1875.000;1875.000;2156.250;2250.000;2250.000;2343.750;2437.500;2437.500;2343.750;2156.250;1968.750;1875.000;1875.000;1875.000;1875.000;1875.000;2156.250;1875.000;1968.750;2062.500;2531.250;2437.500;2437.500;2250.000;2437.500;2531.250;2531.250;1781.250;1687.500;1875.000;1968.750;1781.250;1781.250;1875.000;1875.000;1875.000;1875.000;1875.000;1875.000;1875.000;1875.000;1875.000;1875.000;1875.000;1968.750;1968.750;2062.500;1968.750;1875.000;1968.750;1968.750;1968.750;1875.000;1875.000;2062.500;2062.500,3093.75,1500,1781.25,2906.25,1125,2718.75,2,3,Song,2,NA,C,G,FALSE,81000,20210302,Restored,Chhichari,CH_1,2021,Winter_2021,Restored,Restored,08:00,08:00,810
2041,CH1_SD37_20210303_062000-2,52,Spectrogram 1,1,52.65926223,52.84066657,2673.933,1568.707,2156.25,2.607,2250.000;2156.250;2156.250;2156.250;2343.750;2343.750;2343.750;2343.750;2343.750;2343.750;2062.500;2343.750;1593.750;1781.250;2156.250;2343.750;2156.250;1781.250;2062.500;2343.750;2625.000;2625.000;2062.500;2250.000;1968.750;2343.750;2156.250;2156.250;2062.500;2156.250;2343.750;2343.750;2062.500;2250.000,2625,1593.75,1875,2437.5,562.5,2343.75,2,3,Contact,1,NA,C,G,FALSE,62000,20210303,Restored,Chhichari,CH_1,2021,Winter_2021,Restored,Restored,06:15,06:00,620
2044,CH1_SD37_20210303_062000-2,56,Spectrogram 1,1,53.52093284,54.04247029,3101.763,1604.36,2062.5,2.909,3000.000;2812.500;2812.500;2812.500;2812.500;2718.750;2718.750;2625.000;2437.500;2437.500;2437.500;2718.750;2437.500;1875.000;2437.500;2343.750;2437.500;2531.250;2718.750;2437.500;2437.500;2531.250;2250.000;2437.500;2437.500;2531.250;2718.750;2531.250;2062.500;2437.500;2437.500;2718.750;2437.500;1781.250;2437.500;2437.500;2062.500;2343.750;2531.250;2156.250;2343.750;2718.750;2062.500;1968.750;2062.500;2062.500;2062.500;2062.500;2062.500;1968.750;1968.750;1968.750;1968.750;2062.500;1968.750;2062.500;2437.500;2062.500;1968.750;2250.000;2062.500;2156.250;2062.500;2156.250;2156.250;2062.500;2156.250;2250.000;2906.250;2156.250;2062.500;2156.250;1875.000;2062.500;1875.000;1781.250;1968.750;1968.750;2062.500;1968.750;2531.250;2437.500;2437.500;3093.750;2062.500;2062.500;1968.750;1968.750;1968.750;1968.750;1968.750;1968.750;1968.750;1968.750;2062.500;2906.250;2062.500,3093.75,1781.25,1875,2812.5,937.5,2062.5,2,3,Song,2,NA,C,G,FALSE,62000,20210303,Restored,Chhichari,CH_1,2021,Winter_2021,Restored,Restored,06:15,06:00,620
2048,CH1_SD37_20210303_062000-2,60,Spectrogram 1,1,54.24331089,54.70174001,2852.195,1402.229,2062.5,2.906,1968.750;2062.500;2062.500;2531.250;2437.500;2625.000;2531.250;2531.250;2625.000;2625.000;2625.000;1968.750;2625.000;2718.750;2156.250;2062.500;2625.000;2343.750;2343.750;2343.750;2250.000;1875.000;1875.000;1687.500;1968.750;2156.250;1781.250;1781.250;2625.000;1781.250;1781.250;1968.750;2625.000;2531.250;2531.250;2625.000;2156.250;2531.250;1875.000;1781.250;1781.250;2531.250;1687.500;1687.500;1687.500;2812.500;2812.500;2156.250;2062.500;2062.500;2062.500;1968.750;2062.500;1968.750;2156.250;1875.000;1875.000;1968.750;2062.500;2250.000;2250.000;1875.000;1875.000;1687.500;1875.000;1968.750;1968.750;1968.750;1968.750;1968.750;1875.000;1875.000;1875.000;2062.500;2343.750;2343.750;2343.750;2343.750;2156.250;2156.250;1968.750;2156.250;2062.500;2156.250;2062.500;2156.250,2812.5,1687.5,1687.5,2531.25,843.75,2062.5,2,3,Song,3,NA,C,G,FALSE,62000,20210303,Restored,Chhichari,CH_1,2021,Winter_2021,Restored,Restored,06:15,06:00,620
2052,CH1_SD37_20210303_062000-2,64,Spectrogram 1,1,55.99560212,56.59164492,2732.548,1402.229,2062.5,2.759,2625.000;2437.500;2437.500;2062.500;2156.250;2156.250;2437.500;2156.250;2343.750;2343.750;2343.750;2062.500;1687.500;1968.750;2625.000;2156.250;2062.500;2156.250;2531.250;2531.250;2625.000;2625.000;1593.750;1593.750;1500.000;2531.250;2531.250;2625.000;2531.250;2531.250;2531.250;2437.500;2437.500;2062.500;1687.500;1687.500;1687.500;1781.250;1781.250;1875.000;1875.000;1875.000;2062.500;2062.500;2062.500;2062.500;2062.500;2062.500;2156.250;2062.500;1968.750;2437.500;1968.750;2156.250;2062.500;2062.500;2531.250;2062.500;2062.500;1875.000;1593.750;1687.500;2062.500;1875.000;2250.000;2250.000;2156.250;1875.000;1875.000;1875.000;1875.000;1875.000;1875.000;1781.250;1875.000;2625.000;1875.000;1875.000;1687.500;1687.500;1687.500;2437.500;2250.000;1968.750;1968.750;2062.500;2062.500;2156.250;2156.250;2156.250;2156.250;1781.250;1687.500;2718.750;2156.250;1781.250;1781.250;2156.250;2718.750;1968.750;1968.750;2156.250;2156.250;2156.250;2156.250;2156.250;2156.250;2156.250;2156.250;1968.750;1968.750,2718.75,1500,1687.5,2531.25,843.75,2062.5,2,5,Song,4,NA,C,G,FALSE,62000,20210303,Restored,Chhichari,CH_1,2021,Winter_2021,Restored,Restored,06:15,06:00,620
2059,CH1_SD37_20210303_062000-6,120,Spectrogram 1,1,130.0351764,130.4487737,2932.127,1411.765,2250,2.88,2531.250;2531.250;2625.000;2718.750;2718.750;2718.750;2718.750;1875.000;2343.750;2343.750;2343.750;2718.750;2625.000;2718.750;2718.750;2718.750;2625.000;2718.750;2625.000;1687.500;1687.500;1687.500;2250.000;1781.250;2437.500;1968.750;1968.750;2343.750;1500.000;2250.000;2250.000;2250.000;2625.000;2343.750;2343.750;2437.500;2343.750;2250.000;2062.500;2062.500;1968.750;1968.750;1968.750;2250.000;2250.000;1968.750;2062.500;1781.250;1968.750;1968.750;2062.500;1781.250;2062.500;1875.000;2062.500;1968.750;1781.250;1968.750;2250.000;2343.750;2343.750;2250.000;2250.000;2250.000;2250.000;2250.000;2250.000;2343.750;2437.500;2156.250;2250.000;2437.500;2531.250;2437.500;2343.750;2343.750;2437.500,2718.75,1500,1781.25,2718.75,937.5,2718.75,2,3,Song,1,NA,C,G,FALSE,62000,20210303,Restored,Chhichari,CH_1,2021,Winter_2021,Restored,Restored,06:15,06:00,620
2062,CH1_SD37_20210303_062000-6,124,Spectrogram 1,1,134.4864121,134.8508405,2877.828,1411.765,2250,2.982,2531.250;2625.000;2625.000;2718.750;2718.750;2718.750;2625.000;2718.750;2718.750;2718.750;2625.000;2062.500;2718.750;2062.500;2718.750;2625.000;2718.750;2625.000;1875.000;2343.750;2531.250;2625.000;2062.500;1875.000;2437.500;2437.500;1968.750;2343.750;1968.750;2812.500;1875.000;1968.750;1968.750;2156.250;2062.500;2156.250;1875.000;2437.500;2437.500;2437.500;2718.750;2531.250;2250.000;1968.750;1968.750;1968.750;1968.750;2250.000;2156.250;2156.250;2343.750;2343.750;2250.000;1687.500;2250.000;1781.250;1781.250;1968.750;1875.000;1968.750;1968.750;1968.750;1875.000;1875.000;1968.750;2062.500;2343.750,2812.5,1687.5,1687.5,2718.75,1031.25,2718.75,2,2,Contact,2,NA,C,G,TRUE,62000,20210303,Restored,Chhichari,CH_1,2021,Winter_2021,Restored,Restored,06:15,06:00,620
2065,CH1_SD37_20210303_062000-6,127,Spectrogram 1,1,136.9440511,137.4415247,2850.679,1438.914,2531.25,2.747,2531.250;2531.250;2531.250;2625.000;2625.000;2625.000;2625.000;2625.000;2625.000;2625.000;2625.000;2625.000;2625.000;2625.000;2437.500;2531.250;2718.750;2625.000;2625.000;2625.000;2625.000;1875.000;1500.000;1781.250;1500.000;1687.500;2625.000;2718.750;2531.250;2531.250;1687.500;2531.250;2062.500;2343.750;2625.000;1968.750;1593.750;2250.000;1968.750;2062.500;1968.750;1968.750;2062.500;2062.500;2062.500;2062.500;1781.250;2062.500;1781.250;2156.250;2156.250;2156.250;2250.000;2062.500;1875.000;1687.500;1781.250;1687.500;1687.500;1687.500;1687.500;1781.250;1687.500;1968.750;1687.500;1781.250;1687.500;1781.250;2062.500;2062.500;2625.000;2156.250;1500.000;2156.250;1593.750;1968.750;1781.250;1968.750;1968.750;1968.750;2062.500;1875.000;1875.000;1875.000;1968.750;1875.000;1687.500;1781.250;1687.500;2625.000;1500.000;1500.000,2718.75,1500,1687.5,2718.75,1031.25,2625,2,3,Song,3,NA,C,G,FALSE,62000,20210303,Restored,Chhichari,CH_1,2021,Winter_2021,Restored,Restored,06:15,06:00,620
2069,CH1_SD37_20210303_062000-6,131,Spectrogram 1,1,138.8442863,139.1306229,2443.439,1438.914,1968.75,2.661,2062.500;2062.500;2062.500;2062.500;2062.500;2062.500;2250.000;1968.750;1687.500;2437.500;1968.750;1687.500;2437.500;1500.000;1687.500;2156.250;1968.750;2250.000;2062.500;2062.500;2156.250;2437.500;2437.500;1781.250;2437.500;2437.500;2062.500;2250.000;2343.750;2437.500;2250.000;2250.000;2062.500;1968.750;1968.750;2250.000;2250.000;2250.000;2343.750;1968.750;1687.500;1781.250;1781.250;1781.250;1781.250;1875.000;1875.000;1781.250;1968.750;1968.750;1687.500;1968.750,2437.5,1500,1687.5,2343.75,656.25,1781.25,2,2,Contact,4,NA,C,G,TRUE,62000,20210303,Restored,Chhichari,CH_1,2021,Winter_2021,Restored,Restored,06:15,06:00,620
2073,CH1_SD37_20210303_063000-5,70,Spectrogram 1,1,60.39789676,60.93239167,2912.321,1582.002,2156.25,2.717,2625.000;2437.500;2531.250;2531.250;2625.000;2625.000;2625.000;2718.750;2625.000;2625.000;2625.000;2625.000;2625.000;1781.250;2718.750;1875.000;2625.000;1781.250;2156.250;2437.500;1593.750;1593.750;1593.750;1593.750;2718.750;2531.250;1593.750;1968.750;1593.750;2062.500;2062.500;1968.750;1968.750;1968.750;1593.750;2062.500;2062.500;2156.250;2062.500;2156.250;2062.500;1968.750;1875.000;1875.000;1968.750;2062.500;2250.000;2250.000;2250.000;2250.000;2250.000;2250.000;2156.250;1781.250;2250.000;2250.000;2250.000;2250.000;2156.250;2250.000;2250.000;2156.250;2156.250;2250.000;2250.000;2156.250;2250.000;2156.250;2156.250;2250.000;2062.500;1875.000;1875.000;1875.000;2062.500;1687.500;1968.750;2062.500;1781.250;2437.500;2156.250;2062.500;2062.500;2062.500;2156.250;2156.250;2156.250;2156.250;2156.250;2156.250;2062.500;2062.500;2062.500;1875.000;2062.500;2062.500;2062.500;1875.000;1875.000;1781.250,2718.75,1593.75,1781.25,2718.75,937.5,2062.5,2,3,Song,1,NA,C,G,TRUE,63000,20210303,Restored,Chhichari,CH_1,2021,Winter_2021,Restored,Restored,06:30,06:30,630
2076,CH1_SD37_20210303_063000-5,74,Spectrogram 1,1,62.21517945,62.87600951,2696.594,1402.229,1968.75,2.753,1968.750;1968.750;1875.000;2062.500;2062.500;1968.750;1968.750;1875.000;1875.000;1687.500;1687.500;1687.500;1687.500;1687.500;1687.500;1687.500;1687.500;1687.500;1687.500;1687.500;2062.500;2062.500;2156.250;1875.000;1781.250;1687.500;1875.000;1968.750;1968.750;1875.000;1781.250;1781.250;1875.000;1687.500;1968.750;1875.000;1875.000;1781.250;2625.000;2156.250;2625.000;2625.000;2531.250;2437.500;2437.500;2062.500;1968.750;2062.500;1968.750;1875.000;2062.500;1968.750;1968.750;2062.500;2062.500;1968.750;1968.750;2062.500;2062.500;1968.750;1875.000;1781.250;1781.250;1500.000;2062.500;2343.750;2343.750;2343.750;2343.750;2343.750;2343.750;2437.500;2531.250;2437.500;2531.250;1500.000;2437.500;1500.000;1781.250;2531.250;1781.250;2437.500;2062.500;1406.250;2531.250;1781.250;1500.000;1781.250;1781.250;1781.250;1781.250;1687.500;1875.000;1875.000;1968.750;1875.000;1968.750;1875.000;1687.500;1781.250;1875.000;2062.500;2062.500;2062.500;1968.750;2156.250;2156.250;2156.250;2250.000;2062.500;2062.500;2062.500;1875.000;1875.000;2062.500;2062.500;1781.250;1875.000;1781.250;1875.000;1781.250;1593.750;1875.000;2343.750,2625,1406.25,1687.5,2531.25,843.75,2062.5,2,4,Song,2,NA,C,G,TRUE,63000,20210303,Restored,Chhichari,CH_1,2021,Winter_2021,Restored,Restored,06:30,06:30,630
